product_type,brand,product,rating,review_count,url,image_url,price,description
cleanser,Himalaya,Purifying Neem Face Wash,3.8,1844,https://reviews.femaledaily.com/products/cleanser/facial-wash/himalaya/purifying-neem-face-wash-100-ml,https://image.femaledaily.com/dyn/210/images/prod-pics/1445254903_lg.jpg,Rp. 25.000,
cleanser,Pond's,Bright Miracle Ultimate Clarity Facial Foam,3.5,1666,https://reviews.femaledaily.com/products/cleanser/facial-wash/pond-s/bright-miracle-ultimate-clarity-facial-foam,https://s3.ap-southeast-1.amazonaws.com/assets.femaledaily.com/remastering-data/production/product/product-1709098024001-,Rp. 35.500,"POND'S Bright Miracle Ultimate Clarity Niasorcinol Facial Foam merupakan pembersih wajah dengan 50x NIASORCINOL untuk menyamarkan noda hitam & mengurangi kusam. Mengandung NIASORCINOL™ dengan Micro Repair+ Technology, yaitu gabungan dari Niacinamide untuk memudarkan noda hitam akibat sinar matahari dan noda bekas jerawat, Resorcinol dengan 500x kekuatan mencerahkan, dan Vitamin C yang dikenal dapat meratakan warna kulit.  How to use:Busakan facial foam dan usapkan pada wajah, kemudian bilas hingga bersih Suitable for:Semua jenis kulit Ingredients:Niacinamide, E-Resorcinol"
cleanser,NIVEA,Sparkling Bright Facial Foam,3.7,1647,https://reviews.femaledaily.com/products/cleanser/facial-wash/nivea/sparkling-white-facial-foam,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1617762553_Sparkling__800x800.jpg,Rp. 20.000,"NIVEA Sparkling Bright Facial Foam adalah sabun pembersih wajah yang dapat membersihkan wajah secara menyeluruh, sekaligus mencerahkan dan menghaluskan kulit secara efektif. Kombinasi Rucinol, Licorice, dan Vitamin C mencegah terbentuknya melanin penyebab kulit kusam dan mengurangi spot hitam sehingga wajah tampak 10X lebih cerah. Telah teruji secara dermatologis. How To Use:Gunakan setiap pagi dan malam sebagai bagian dari rutinitas pembersihan wajah. Usapkan pada bagian wajah dan leher yang telah dibasahi, pijat lembut dengan gerakan kecil melingkar ke atas. Hindari area sekitar mata. Bilas hingga bersih. Suitable For:Kulit normalIngredients:Rucinol, Licorice, & Vitamin C, Aqua, Myristic Acid, Propylene Glycol, Palmitic Acid, Stearic Acid, Potassium Hydroxide, Glycerin, Lauric Acid, PEG-150, PEG-8, Glyceryl Stearate, Cera Alba, Sodium Methyl Cocoyl Taurate, Arachidic Acid, Trisodium EDTA, Oleic Acid, Panthenol, Tocopheryl Acetate, Hydrolyzed Pearl, Caprylic/ Capric Triglyceride, Magnesium Chloride, Sodium Ascorbyl Phosphate, Alcohol Denat, Glyceryl Glucoside, Glycyrrhiza Glabra (Licorice) Root Extract, 4-Butylresorcinol, Polysorbate 20, Fucus Vesiculosus Extract, Glucose, PEG-40 Hydrogenated Castor Oil, Trideceth-9, Nelumbium Speciosum Flower Extract, Panax Ginseng, Root Extract, Parfum"
cleanser,Wardah,Lightening Micellar Gentle Wash,3,1559,https://reviews.femaledaily.com/products/cleanser/facial-wash/wardah/lightening-micellar-gentle-wash,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1594363657_Lightening_800x800.jpg,Rp. 27.000,"Wardah Lightening Micellar Gentle Wash merupakan inovasi baru pembersih wajah dengan Non Soap Formula, bersihkan wajah dengan lembut sekaligus jaga kelembaban kulit tanpa rasa ketarik. Dengan Teknologi Micellar, angkat minyak dan kotoran pada wajah dengan bersih dan formula pH Balance yang menjaga pH alami kulit. Dikombinasikan dengan Advanced Niacinamide, kulit tampak lebih lembut, cerah bercahaya, dan terjaga kelembabannya.Tersedia dalam ukuran:50ml : Rp 17.500100ml : Rp 27.000How To Use:Tuang produk pada telapak tangan. Usapkan pada wajah yang telah dibasahkan. Bilas dengan air.Suitable For:Semua jenis kulitIngredients:Aqua, Glycerin, Cocamidopropyl Betaine, Cocamide DEA, Sodium Laureth Sulfate, PEG-3 Distearate, Sodium Chloride, Potassium Laureth Phosphate, Sodium Methyl Cocoyl Taurate, Sodium Lauroyl Sarcosinate, Niacinamide, Glycyrrhiza Glabra (Licorice) Root Extract, Fragrance, Propylene Glycol, Phenoxyethanol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Ethylhexylglycerin, Triethanolamine, Citric Acid."
cleanser,Garnier,Sakura Glow Hyaluron Face Wash,3.7,1478,https://reviews.femaledaily.com/products/cleanser/facial-wash/garnier/sakura-white-1,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1692603104_Screenshot_800x800.jpg,Rp. 37.500,
cleanser,Pond's,Serum Whip Foam,3.9,1398,https://reviews.femaledaily.com/products/cleanser/facial-wash/pond-s/serum-whip-foam-10x-collagent,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1608520456_image_0_16_800x800.png,Rp. 25.000,
cleanser,Garnier,Pure Active Matcha Foam,3.5,1390,https://reviews.femaledaily.com/products/cleanser/facial-wash/garnier/pure-active-matcha-foam,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1626929619_8992304082_800x800.jpg,Rp. 23.900,
cleanser,Simple,Refreshing Facial Wash Gel,4.3,1383,https://reviews.femaledaily.com/products/cleanser/facial-wash/simple/refreshing-facial-wash-gel,https://s3.ap-southeast-1.amazonaws.com/assets.femaledaily.com/remastering-data/production/product/product-1712587810320-simple-refreshing-facial-wash-gel,Rp. 55.000,
cleanser,Garnier,Bright Complete Brightening Face Wash Foam,3.3,1262,https://reviews.femaledaily.com/products/cleanser/facial-wash/garnier/light-complete-white-speed-brightening-foam,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1626929241_8991380700_800x800.jpg,Rp. 27.000,
cleanser,Wardah,Cica + Aloe Low PH Hydramild Facial Wash,4.1,1210,https://reviews.femaledaily.com/products/cleanser/facial-wash/wardah/cica-aloe-low-ph-hydramild-facial-wash,https://s3.ap-southeast-1.amazonaws.com/assets.femaledaily.com/remastering-data/production/product/product-1746437947638-59dadccc-7cb6-4cc8-9632-d2bd832907de.png,Rp. 32.500,
