product_type,brand,product,rating,review_count,url,image_url,price,description
serum/essence,Scarlett,Brightly Ever After Serum,3.5,1292,https://reviews.femaledaily.com/products/treatment/serum-essence/scarlett/scarlett-whitening-brightly-ever-after-serum,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1613039175_Brightly_E_800x800.jpg,Rp. 75.000,"Di dalam Brightly Ever After terdapat kandungan Phyto Whitening, Glutathione, Vitamin C, Niacinamide, dan Lavender Water."
serum/essence,Everwhite,Chromabright Brightening Serum,4.8,1286,https://reviews.femaledaily.com/products/treatment/serum-essence/everwhite/everwhite-brightening-essence-serum,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1620029092_WhatsApp_I_800x800.jpeg,Rp. 125.000,"Manfaat :Mencerahkan wajah,kulit bening,menyamarkan noda flek,menyamarkan kerutan,dan mencegah penuaan dini, Mengecilkan pori-pori.melembabkan kulit,memperbaiki jaringan kulit rusak, mengandung anti-oksidan untuk membantu elastisitas kulit.Aman untuk ibu hamil dan menyusuiPengunaan: pakai 2-3tetes sebelum krim pagi/malam . Sesudah toner .Note: jika muncul jerawat itu proses detox , krg lebih. 1-2mingguKandungan utama : chroma bright + Niacinamide + hyaluronate + Vit C"
serum/essence,Garnier,Sakura White Hyaluron 30x Booster Serum,4.5,1254,https://reviews.femaledaily.com/products/treatment/serum-essence/garnier/sakura-white-30x-hyaluron-booster-serum,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1626928208_Botol_SS_S_800x800.jpg,Rp. 110.000,"Garnier Sakura White Booster Serum merupakan serum yang diperkaya dengan Ekstrak Sakura Jepang yang mampu membuat kulit tampak lebih cerah, lembut, dan halus.How to use:Tuang 3 - 5 tetes pada telapak tangan. Usapkan ke seluruh wajah secara merataSuitable for:Semua jenis kulitIngredients:-"
serum/essence,Whitelab,Acne Calming Serum,4.1,1242,https://reviews.femaledaily.com/products/treatment/serum-essence/whitelab/acne-calming-serum-3,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1670311767_ACNE_CALMI_800x800.jpg,,"Whitelab Acne Calming Serum secara khusus diformulasikan untuk merawat kulit oily-prone, acne-prone, dan comedones-prone skin. Diperkaya dengan Mygwort 5% yang kaya akan antioksidan dan menenangkan kulit yang iritasi, serta BHA dan Tea Tree untuk merawat kulit berjerawat, membantu melawan bakteri penyebab jerawat dan mengurangi minyak berlebih pada kulit.How to use:Tuangkan 2-4 tetes Whitelab Acne Calming Serum ke telapak tangan, kemudian oleskan merata pada kulit wajah yang telah dibersihkan. Gunakan pagi dan malam hari sebelum menggunakan krim wajah.Suitable for:Kulit berminyak, Kulit berjerawat, Kulit berkomedoIngredients:Mugwort, Tea Tree, Hexamidine, Centella Asiatica, HyaluComplex-10, Marine Collagen"
serum/essence,Somethinc,Bakuchiol Skinpair Oil Serum,4.3,1207,https://reviews.femaledaily.com/products/treatment/serum-essence/somethinc/bakuchiol-skinpair-oil-serum,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1606904346_Somethinc__800x800.jpg,,"Somethinc Bakuchiol Skinpair Oil Serum merupakan alternatif alami + vegan untuk Retinol yang memiliki sifat antioksidan yang kuat, anti-inflamasi, merawat jerawat, merangsang kolagen, memperbaiki tekstur kulit dengan minimal efek samping daripada penggunaan Retinol sehingga dapat digunakan oleh kulit sensitif, wanita hamil, dan remaja. How to use:Gunakan pipet untuk mengoleskan 5-10 tetes ke telapak tangan. Tepuk-tepuk pada wajah yang telah dibersihkan dan biarkan menyerap pada kulit selama 1-3 menitSuitable for:Kulit berjerawatIngredients:Bakuchiol Sunflower Seed Oil Tocopherol"
serum/essence,Trueve,Ultimate Drops of Brightening Serum,4.1,1177,https://reviews.femaledaily.com/products/treatment/serum-essence/trueve/ultimate-drops-of-brightening-serum-reformulation-in-march-2022,https://s3.ap-southeast-1.amazonaws.com/assets.femaledaily.com/remastering-data/production/product/product-1701942017959-Trueve-Ultimate-Drops-of-Brightening-Serum,,"Reformulation in March 2022Trueve Ultimate Drops of Brightening Serum merupakan serum dengan ingredients premium seperti VC-IP dan Chromabright, ditambah juga 6 jenis Ceramide. Tidak hanya mampu untuk membantu mencerahkan kulit, menyamarkan noda hitam. Tetapi juga memberi perlindungan lebih dari bahaya sinar UV dan memperkuat skin barrier kamu agar tidak terjadi masalah kulit lainnyaHow to use:Teteskan 2-3 tetes serum ke tangan, kemudian usapkan dan pijat perlahan hingga meresap dan merata pada kulit wajah, kemudian diamkan beberapa saat agar serum meresap ke kulit.Suitable for:Semua jenis kulitIngredients:VC-IP, Chromabright, Ceramide-6 , Hyalu-10, NMF"
serum/essence,Lancome,Advanced Genifique Youth Activating Serum,4.5,1154,https://reviews.femaledaily.com/products/treatment/serum-essence/lancome/advanced-genifique-youth-activating-concentrate-1,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1632724305_3614272623_800x800.jpg,Rp. 1.250.000,"Lancome Advanced Génifique Youth Activating Serum merupakan serum dengan konsentrat tinggi yang dilengkapi dengan teknologi Microbiome terbaru yang terbukti dapat menstimulasi regenerasi kulit secara alami 77% lebih cepat. Mengandung 7 Pre and Probiotic Fractions yang kaya manfaat bagi kulit. Menjadikan wajah lebih kencang, halus, dan tampak lebih muda.How to Use:Aplikasikan secukupnya pada wajah secara merataSuitable for:Kulit dengan tanda-tanda penuaan diniIngredients:AQUA / WATER ●BIFIDA FERMENT LYSATE ●GLYCERIN ●ALCOHOL DENAT. ●DIMETHICONE ●HYDROXYETHYLPIPERAZINE ETHANE SULFONIC ACID ●ASCORBYL GLUCOSIDE ●LACTOBACILLUS ●TOCOPHEROL ●SODIUM HYALURONATE ●SODIUM HYDROXIDE ●SODIUM BENZOATE ●PHENOXYETHANOL ●ADENOSINE ●FAEX EXTRACT / YEAST EXTRACT ●PEG-20 METHYL GLUCOSE SESQUISTEARATE ●PEG-60 HYDROGENATED CASTOR OIL ●POLYMNIA SONCHIFOLIA ROOT JUICE ●MALTODEXTRIN ●SALICYLOYL PHYTOSPHINGOSINE ●AMMONIUM POLYACRYLOYLDIMETHYL TAURATE ●LIMONENE ●MANNOSE ●XANTHAN GUM ●PENTYLENE GLYCOL ●PROPYLENE GLYCOL ●CAPRYLYL GLYCOL ●ALPHA-GLUCAN OLIGOSACCHARIDE ●SORBITOL ●DISODIUM EDTA ●ROSA GALLICA FLOWER EXTRACT ●OCTYLDODECANOL ●CITRONELLOL ●PARFUM / FRAGRANCE ●"
serum/essence,Everwhite,Cica Soothing Serum,4.1,1131,https://reviews.femaledaily.com/products/treatment/serum-essence/everwhite/cica-soothing-serum,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1620028894_WhatsApp_I_800x800.jpg,Rp. 95.000,There's no description for this product.
serum/essence,Wardah,White Secret Pure Treatment Essence - Discontinued,3.5,1125,https://reviews.femaledaily.com/products/treatment/serum-essence/wardah/wardah-white-secret-pure-treatment-essence-1,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1674198881_D_I_S_C_O__800x800.png,Rp. 142.000,"(Discontinued, berubah menjadi Crystal Secret) WARDAH White Secret Pure Treatment Essence merupakan essence dengan efek boosting yang membantu mengembalikan cerahnya kemurnian kulit yang stress akibat perubahan cuaca dan polusi. Diformulasikan dengan Puressential Skin Solution yang mengandung Edelweiss Extract yang mengunci cahaya cerah kulitmu. Juga mengandung Silver Vine Extract dan Niacinamide dan Skin Awakening System untuk menjaga kulit tetap lembab dan terasa selalu segar termurnikan. Kulit menjadi terlihat lebih cerah bercahaya.How To Use :Gunakan setelah wajah dibersihkan. Tuang pada telapak tangan, lalu tepuk-tepuk di wajah. Setelahnya, lakukan pijat ringan dan biarkan meresap di wajah sampai beberapa saat. Lanjutkan dengan penggunaan serum lalu night cream (pada malam hari) dan day cream (pada pagi hari).Suitable for:-Ingredients:-"
serum/essence,Wardah,Lightening Serum Ampoule,3.9,1099,https://reviews.femaledaily.com/products/treatment/serum-essence/wardah/purifying-serum,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1661247048_2a47317502_800x800.jpg,Rp. 56.500,"Wardah Lightening Serum Ampoule merupakan serum dengan tekstur cair yang ringan dan cepat meresap bekerja ke dalam lapisan epidermal kulit. Mengandung 10X Advanced Niacinamide untuk mencerahkan, menyamarkan bekas jerawat, sekaligus melindungi kulit dari paparan blue light.How To Use:Aplikasikan pada wajah yang telah bersih, gunakan setiap pagi dan malam hari sebelum menggunakan pelembabSuitable For:Semua jenis kulitIngredients:-"
